head	relation	tail
client_0011DA7B73	bought	item_3D6CBFE9A4
client_0011DA7B73	bought	item_140A520DE1
client_0011DA7B73	bought	item_0B7070E4C2
client_0011DA7B73	bought	item_EBE6F44BA0
client_0011DA7B73	bought	item_FF602A4CD9
client_0011DA7B73	bought	item_CC4D570020
client_0011DA7B73	bought	item_8A68C6A0A3
client_0011DA7B73	bought	item_C0A4CD367A
client_0011DA7B73	bought	item_5D4505ABA9
client_0011DA7B73	bought	item_B6A6D8ADAA
client_0011DA7B73	bought	item_7A70C82DF7
client_0011DA7B73	bought	item_D8CC3C69D0
client_0011DA7B73	bought	item_58D7B55859
client_0011DA7B73	bought	item_FE71DAB5C6
client_0011DA7B73	bought	item_5B3B70572F
client_0011DA7B73	bought	item_3CE77B122E
client_0011DA7B73	bought	item_53AEBFBA07
client_0011DA7B73	bought	item_68C2828B11
client_0011DA7B73	bought	item_5AF5C3C653
client_0011DA7B73	bought	item_1CB3DCF032
client_0011DA7B73	bought	item_88F0AED11C
client_0011DA7B73	bought	item_EC9BB3E50B
client_0011DA7B73	bought	item_064325A416
client_0011DA7B73	bought	item_4E1BF3ABBD
client_0011DA7B73	bought	item_50C843A53C
client_0011DA7B73	bought	item_C2F0DEA69A
client_0011DA7B73	bought	item_A1077248CB
client_0011DA7B73	bought	item_9820CF2B72
client_0011DA7B73	bought	item_C4A1855B87
client_0011DA7B73	bought	item_40644CF8B2
client_0011DA7B73	bought	item_7B3F9494DC
client_0011DA7B73	bought	item_2A87E758AC
client_0011DA7B73	bought	item_565AB86A65
client_0011DA7B73	bought	item_2114DFC168
client_0011DA7B73	bought	item_C56CDA4190
client_0011DA7B73	bought	item_E36DF32F41
client_0011DA7B73	bought	item_A9BF074562
client_0011DA7B73	bought	item_3284469698
client_0011DA7B73	bought	item_59B0FAF4AB
client_0011DA7B73	bought	item_BCFD9F7F23
client_0011DA7B73	bought	item_1EA21CFAFA
client_0011DA7B73	bought	item_45FDD8F7B5
client_0011DA7B73	bought	item_08B696D211
client_0011DA7B73	bought	item_84E3C9F5E6
client_0011DA7B73	bought	item_002B8DC6DF
client_0011DA7B73	bought	item_DDC783287C
client_0011DA7B73	bought	item_B3EF326D48
client_0011DA7B73	bought	item_9326F22180
client_0011DA7B73	bought	item_23C0811AD6
client_0011DA7B73	bought	item_D1AF9CF8D7
client_0011DA7B73	bought	item_87F2D77622
client_0011DA7B73	bought	item_AF965A387D
client_0011DA7B73	bought	item_92FBA61E51
client_0011DA7B73	bought	item_DE5FB950C5
client_0011DA7B73	bought	item_A80AAD8B76
client_0011DA7B73	bought	item_477F1C70F6
client_0011DA7B73	bought	item_A183F90A8C
client_0011DA7B73	bought	item_99830607B8
client_0011DA7B73	bought	item_45042E3394
client_0011DA7B73	bought	item_79F340F5F4
client_0011DA7B73	bought	item_3D1F480804
client_0011DA7B73	bought	item_87B3B23C9B
client_0011DA7B73	bought	item_8A526B921C
client_0011DA7B73	bought	item_259F02BD31
client_0011DA7B73	bought	item_16131C5208
client_0011DA7B73	bought	item_170BD1929A
client_0011DA7B73	bought	item_7D91C04AF1
client_0011DA7B73	bought	item_80C8C62C02
client_0011DA7B73	bought	item_240C5214C6
client_0011DA7B73	bought	item_15F9E44C28
client_0011DA7B73	bought	item_6408C53C7A
client_0011DA7B73	bought	item_7251856A10
client_0011DA7B73	bought	item_F52B193A50
client_0011DA7B73	bought	item_94DE8734A7
client_0011DA7B73	bought	item_6B9840AE8B
client_0011DA7B73	bought	item_E75F5A4D9B
client_0011DA7B73	bought	item_4CFCA4E709
client_0011DA7B73	bought	item_340ED9DD52
client_0011DA7B73	bought	item_1A72D2F432
client_0011DA7B73	bought	item_EDFE45C0DB
client_0011DA7B73	bought	item_5810AC4D26
client_0011DA7B73	bought	item_30687F8680
client_0011DA7B73	bought	item_9393ADC670
client_0011DA7B73	bought	item_3EE6799E56
client_0011DA7B73	bought	item_708B64888B
client_0011DA7B73	bought	item_32601D2C5B
client_0011DA7B73	bought	item_885D8442C4
client_0011DA7B73	bought	item_4CD456B9EC
client_0011DA7B73	bought	item_A2ED3354E4
client_0011DA7B73	bought	item_AE1015B8CB
client_0011DA7B73	bought	item_476BE5C4D8
client_0011DA7B73	bought	item_35509EA86E
client_0011DA7B73	bought	item_7668A86DF8
client_0011DA7B73	bought	item_114A2F2314
client_0011DA7B73	bought	item_F9F339F21C
client_0011DA7B73	bought	item_FF3A95F847
client_0011DA7B73	bought	item_AF24D02723
client_0011DA7B73	bought	item_D9B3E821F1
client_0011DA7B73	bought	item_F6BB82DD9E
client_0011DA7B73	bought	item_43A2BDBCA0
client_0011DA7B73	bought	item_BAEF970506
client_0011DA7B73	bought	item_68F7A2BD06
client_0011DA7B73	bought	item_9FC3E453DF
client_0011DA7B73	bought	item_0BD8648DCE
client_0011DA7B73	bought	item_BC0B22FB9B
client_0011DA7B73	bought	item_DBEC10FF76
client_0011DA7B73	bought	item_C35A6370B2
client_0011DA7B73	bought	item_C8F1EC725E
client_0011DA7B73	bought	item_9E09F572E5
client_0011DA7B73	bought	item_976157CBCF
client_0011DA7B73	bought	item_6714F77614
client_0011DA7B73	bought	item_1C4F216CFD
client_0011DA7B73	bought	item_8372548225
client_0011DA7B73	bought	item_513FA69781
client_0011DA7B73	bought	item_B5718B846F
client_0011DA7B73	bought	item_7252717ADD
client_0011DA7B73	bought	item_183EFDF589
client_0011DA7B73	bought	item_298BFCBA9E
client_0011DA7B73	bought	item_5CE8BF2ADA
client_0011DA7B73	bought	item_770CA8022A
client_0011DA7B73	bought	item_32D4F53AB5
client_0011DA7B73	bought	item_151E779432
client_0011DA7B73	bought	item_B0BAA4403F
client_0011DA7B73	bought	item_BFF9419225
client_0011DA7B73	bought	item_724A984A89
client_0011DA7B73	bought	item_FDDB937DE0
client_0011DA7B73	bought	item_3A5548125D
client_0011DA7B73	bought	item_BF9FD18262
client_0011DA7B73	bought	item_4FB21AACAD
client_0011DA7B73	bought	item_F2E70EE467
client_0011DA7B73	bought	item_804C7BFCF0
client_0011DA7B73	bought	item_4A4D7AEA92
client_0011DA7B73	bought	item_84E269E45A
client_0011DA7B73	bought	item_88DE998171
client_0011DA7B73	bought	item_88C920DFBA
client_0011DA7B73	bought	item_A47FA171D4
client_0011DA7B73	bought	item_0136373FB9
client_0011DA7B73	bought	item_22D617A21C
client_0011DA7B73	bought	item_1D1BD7B429
client_0011DA7B73	bought	item_55653FFF8A
client_0011DA7B73	bought	item_A2775AAB6B
client_0011DA7B73	bought	item_24739494E3
client_0011DA7B73	bought	item_C64CCCADF0
client_0011DA7B73	bought	item_4C905FA0C7
client_0011DA7B73	bought	item_30033D3E5D
client_0011DA7B73	bought	item_BDFD868ED4
client_0011DA7B73	bought	item_B781763814
client_0011DA7B73	bought	item_5CC90D2006
client_0011DA7B73	bought	item_7E5A5E91DA
client_0011DA7B73	bought	item_6C2B6E32A5
client_0011DA7B73	bought	item_3CDB616095
client_0011DA7B73	bought	item_D238B5BE46
client_0011DA7B73	bought	item_A328E65C1D
client_0011DA7B73	bought	item_F69C120C19
client_0011DA7B73	bought	item_325A8457F1
client_0011DA7B73	bought	item_B12B4633CF
client_0011DA7B73	bought	item_7515C6E0D5
client_0011DA7B73	bought	item_148FAF9F5C
client_0011DA7B73	bought	item_D9E7C61A71
client_0011DA7B73	bought	item_4001678E1B
client_0011DA7B73	bought	item_5BD6977D3C
client_0011DA7B73	bought	item_C1011DC4A6
client_0011DA7B73	bought	item_40BF1053B5
client_0011DA7B73	bought	item_16330A1540
client_0011DA7B73	bought	item_587BBE3125
client_0011DA7B73	bought	item_D7BA9DA6A3
client_0011DA7B73	bought	item_21B9896D7A
client_0011DA7B73	bought	item_F9FF00832A
client_0011DA7B73	bought	item_FC92669439
client_0011DA7B73	bought	item_5759D00484
client_0011DA7B73	bought	item_6E019F8177
client_0011DA7B73	bought	item_C77026A8F3
client_0011DA7B73	bought	item_95BD0663FE
client_0011DA7B73	bought	item_D4A2ED6964
client_0011DA7B73	bought	item_F018647CF5
client_0011DA7B73	bought	item_BE250334D2
client_0011DA7B73	bought	item_A95F045B87
client_0011DA7B73	bought	item_292BA23F17
client_0011DA7B73	bought	item_48A06E0087
client_0011DA7B73	bought	item_09471D7945
client_0011DA7B73	bought	item_917CF41E96
client_0011DA7B73	bought	item_F0766DADCE
client_02BCADBA1B	bought	item_F633808F16
client_02BCADBA1B	bought	item_4F976EE207
client_02BCADBA1B	bought	item_59B4522E6A
client_02BCADBA1B	bought	item_A62E3AF427
client_02BCADBA1B	bought	item_D20DE1E1BE
client_02BCADBA1B	bought	item_72D05D1743
client_02BCADBA1B	bought	item_5A8C95BA7D
client_02BCADBA1B	bought	item_291AA5BF4E
client_02BCADBA1B	bought	item_0640DF9364
client_02BCADBA1B	bought	item_B6A6E8E467
client_02BCADBA1B	bought	item_99A014ECC6
client_02BCADBA1B	bought	item_09EE755BA3
client_02BCADBA1B	bought	item_E1C902FF9E
client_02BCADBA1B	bought	item_74317B699B
client_02BCADBA1B	bought	item_4860584AB7
client_02BCADBA1B	bought	item_9ACC315374
client_02BCADBA1B	bought	item_D225A8D249
client_02BCADBA1B	bought	item_D988B1E7F6
client_02BCADBA1B	bought	item_091AC972DA
client_02BCADBA1B	bought	item_F6423E5674
client_02BCADBA1B	bought	item_F3E1B039A6
client_02BCADBA1B	bought	item_8678BE47F1
client_02BCADBA1B	bought	item_767DEC0C1B
client_02BCADBA1B	bought	item_200B694DAE
client_02BCADBA1B	bought	item_A47D4DAB5B
client_02BCADBA1B	bought	item_67DD080BBB
client_02BCADBA1B	bought	item_B3AAE996A5
client_02BCADBA1B	bought	item_BE792D40A9
client_02BCADBA1B	bought	item_9653841B48
client_02BCADBA1B	bought	item_F8230A6472
client_02BCADBA1B	bought	item_4E40FFE063
client_02BCADBA1B	bought	item_079F1E2D0F
client_02BCADBA1B	bought	item_69D0A63917
client_02BCADBA1B	bought	item_F5C3BF14C2
client_02BCADBA1B	bought	item_CA94CACABD
client_02BCADBA1B	bought	item_BBCE2C7F87
client_02BCADBA1B	bought	item_06E7F5765A
client_02BCADBA1B	bought	item_016D1658CC
client_02BCADBA1B	bought	item_459276C55B
client_02BCADBA1B	bought	item_9963EA1D18
client_02BCADBA1B	bought	item_9C29DA601A
client_02BCADBA1B	bought	item_8073FA58FE
client_02BCADBA1B	bought	item_7B3F9494DC
client_02BCADBA1B	bought	item_D56158FF9F
client_02BCADBA1B	bought	item_6DD6CB0FBE
client_02BCADBA1B	bought	item_38338CBED2
client_02BCADBA1B	bought	item_1E55C4837B
client_02BCADBA1B	bought	item_3D285BAB63
client_02BCADBA1B	bought	item_2731E12315
client_02BCADBA1B	bought	item_6FD2DC8F32
client_02BCADBA1B	bought	item_46502E033E
client_02BCADBA1B	bought	item_5C5A758CAB
client_02BCADBA1B	bought	item_696FB817E5
client_02BCADBA1B	bought	item_EAA43C30A3
client_02BCADBA1B	bought	item_86007D5D7D
client_02BCADBA1B	bought	item_60AF82225F
client_02BCADBA1B	bought	item_588968E571
client_02BCADBA1B	bought	item_3F3973A476
client_02BCADBA1B	bought	item_5ED575A1A2
client_02BCADBA1B	bought	item_98525FFCF3
client_02BCADBA1B	bought	item_D86E1EE1F3
client_02BCADBA1B	bought	item_A629D4108C
client_02BCADBA1B	bought	item_C6839E1BBA
client_02BCADBA1B	bought	item_4AA7544F0A
client_02BCADBA1B	bought	item_ECC94A5DE3
client_02BCADBA1B	bought	item_1EC461E17F
client_02BCADBA1B	bought	item_CC1FE337C2
client_02BCADBA1B	bought	item_6E9901727D
client_02BCADBA1B	bought	item_C549740722
client_02BCADBA1B	bought	item_05BB004762
client_02BCADBA1B	bought	item_0C20548BA7
client_02BCADBA1B	bought	item_E9C117B5AB
client_02BCADBA1B	bought	item_FB5FED1358
client_02BCADBA1B	bought	item_51A24FC717
client_02BCADBA1B	bought	item_F53730EAEA
client_02BCADBA1B	bought	item_62900DAA5E
client_02BCADBA1B	bought	item_D49E40EE50
client_02BCADBA1B	bought	item_C087677A1D
client_02BCADBA1B	bought	item_FEC8356A59
client_02BCADBA1B	bought	item_0E2D8BD238
client_02BCADBA1B	bought	item_8DA224E45E
client_02BCADBA1B	bought	item_BA01F8C167
client_02BCADBA1B	bought	item_B6D9D1C314
client_02BCADBA1B	bought	item_FFCB60E0D2
client_02BCADBA1B	bought	item_A510C45D38
client_02BCADBA1B	bought	item_8B4F596C37
client_02BCADBA1B	bought	item_ABB86FF068
client_02BCADBA1B	bought	item_D4D74F8741
client_02BCADBA1B	bought	item_0BD7AABEFD
client_02BCADBA1B	bought	item_F3789EF8F1
client_02BCADBA1B	bought	item_5AF5C3C653
client_02BCADBA1B	bought	item_DCFDE0751D
client_02BCADBA1B	bought	item_E268574C05
client_02BCADBA1B	bought	item_1DE3A76694
client_02BCADBA1B	bought	item_50C843A53C
client_02BCADBA1B	bought	item_5C23004BC9
client_02BCADBA1B	bought	item_FD3C9A9198
client_02BCADBA1B	bought	item_AAD559DCB4
client_02BCADBA1B	bought	item_55241C7430
client_02BCADBA1B	bought	item_7D5780F0FD
client_02BCADBA1B	bought	item_0DD1AA9C15
client_02BCADBA1B	bought	item_63E1C5CE93
client_02BCADBA1B	bought	item_45B8A6F6A0
client_02BCADBA1B	bought	item_ED8F7FA3B6
client_02BCADBA1B	bought	item_595AE33B51
client_02BCADBA1B	bought	item_A5A72869C6
client_02BCADBA1B	bought	item_576825E5F3
client_02BCADBA1B	bought	item_19107219F7
client_02BCADBA1B	bought	item_50167218E2
client_02BCADBA1B	bought	item_7A8D9E8402
client_02BCADBA1B	bought	item_E150BD5A58
client_02BCADBA1B	bought	item_8EB62FAC62
client_02BCADBA1B	bought	item_B22A6AED45
client_02BCADBA1B	bought	item_278D773004
client_02BCADBA1B	bought	item_09D3794B3B
client_02BCADBA1B	bought	item_A65E43795E
client_02BCADBA1B	bought	item_739D0BBFE8
client_02BCADBA1B	bought	item_25C42D5375
client_02BCADBA1B	bought	item_79AC7085A1
client_02BCADBA1B	bought	item_F9A4BA6EA9
client_02BCADBA1B	bought	item_F4EE820171
client_02BCADBA1B	bought	item_855612381A
client_02BCADBA1B	bought	item_03BFAEBF84
client_02BCADBA1B	bought	item_85F570C188
client_02BCADBA1B	bought	item_19824648EC
client_02BCADBA1B	bought	item_2118EEFBE0
client_02BCADBA1B	bought	item_DA3517E391
client_02BCADBA1B	bought	item_7113764C38
client_02BCADBA1B	bought	item_C41530EA82
client_02BCADBA1B	bought	item_B6B319F842
client_02BCADBA1B	bought	item_EDD91D0CDE
client_02BCADBA1B	bought	item_53AEBFBA07
client_02BCADBA1B	bought	item_58DF4920DA
client_02BCADBA1B	bought	item_5932C58C44
client_02BCADBA1B	bought	item_E1D6966024
client_02BCADBA1B	bought	item_492ECBD66B
client_02BCADBA1B	bought	item_BFBC0E7C28
client_02BCADBA1B	bought	item_2B26F15D85
client_02BCADBA1B	bought	item_DCD79B79E8
client_02BCADBA1B	bought	item_9712C4BBC8
client_02BCADBA1B	bought	item_8BDE020AE7
client_02BCADBA1B	bought	item_B88BE721A9
client_02BCADBA1B	bought	item_67856D5F6E
client_02BCADBA1B	bought	item_055862A400
client_02BCADBA1B	bought	item_97A53BAAE7
client_02BCADBA1B	bought	item_44181DD5F0
client_02BCADBA1B	bought	item_D7A35F4827
client_02BCADBA1B	bought	item_135AD84E20
client_02BCADBA1B	bought	item_66999B7979
client_02BCADBA1B	bought	item_FF6C56FD43
client_02BCADBA1B	bought	item_3F23B0C122
client_02BCADBA1B	bought	item_7AC535CEEC
client_02BCADBA1B	bought	item_3D21CA5D00
client_02BCADBA1B	bought	item_69BE22C9E1
client_02BCADBA1B	bought	item_CD815E61F2
client_02BCADBA1B	bought	item_6C4EBB9028
client_02BCADBA1B	bought	item_DB2CFD3EFD
client_02BCADBA1B	bought	item_A4A247AED7
client_02BCADBA1B	bought	item_9A6CC1FCE5
client_02BCADBA1B	bought	item_E9A9D44D2C
client_02BCADBA1B	bought	item_8BF0CB4A68
client_02BCADBA1B	bought	item_77ACB95954
client_02BCADBA1B	bought	item_D27EC2FD92
client_02BCADBA1B	bought	item_BC02CFB232
client_02BCADBA1B	bought	item_3A7C145B14
client_02BCADBA1B	bought	item_35130C7165
client_02BCADBA1B	bought	item_14531EF3D2
client_02BCADBA1B	bought	item_E86CF6B9DA
client_02BCADBA1B	bought	item_ED53E6919A
client_02BCADBA1B	bought	item_3EBF52905D
client_02BCADBA1B	bought	item_60E098EED0
client_02BCADBA1B	bought	item_7127A133A5
client_02BCADBA1B	bought	item_254EA3E88A
client_02BCADBA1B	bought	item_9A08B6C06A
client_02BCADBA1B	bought	item_B30B88C07A
client_02BCADBA1B	bought	item_8F05359E6F
client_02BCADBA1B	bought	item_8959BF9278
client_02BCADBA1B	bought	item_8468DDB52F
client_02BCADBA1B	bought	item_3760527020
client_02BCADBA1B	bought	item_C6B6C3CEFF
client_02BCADBA1B	bought	item_0C6C2E97AD
client_02BCADBA1B	bought	item_A9B1644351
client_02BCADBA1B	bought	item_7BE63F34B7
client_02BCADBA1B	bought	item_12329DAA4C
client_02BCADBA1B	bought	item_B63FEB0685
client_02BCADBA1B	bought	item_79F340F5F4
client_02BCADBA1B	bought	item_66AC9297E2
client_02BCADBA1B	bought	item_2AF3C44F17
client_02BCADBA1B	bought	item_732A3856B7
client_02BCADBA1B	bought	item_BC0261A0D2
client_02BCADBA1B	bought	item_DA13923D94
client_02BCADBA1B	bought	item_DDF716D455
client_02BCADBA1B	bought	item_9CEA850CB6
client_02BCADBA1B	bought	item_7DB034E8BF
client_02BCADBA1B	bought	item_512DFA732F
client_02BCADBA1B	bought	item_811E90E0F4
client_02BCADBA1B	bought	item_72F424D440
client_02BCADBA1B	bought	item_D9EC03AAB9
client_02BCADBA1B	bought	item_9E1A325CDD
client_02BCADBA1B	bought	item_81AC12B696
client_02BCADBA1B	bought	item_057B2041C1
client_02BCADBA1B	bought	item_A35FB4E6D8
client_02BCADBA1B	bought	item_6044E4F8F4
client_02BCADBA1B	bought	item_6545812FD3
client_02BCADBA1B	bought	item_4A3431AFC7
client_02BCADBA1B	bought	item_F8B54F878A
client_02BCADBA1B	bought	item_8678065F69
client_02BCADBA1B	bought	item_CB23C32A7B
client_02BCADBA1B	bought	item_591F541CB4
client_02BCADBA1B	bought	item_7902C291E2
client_02BCADBA1B	bought	item_AC6FEB99C3
client_02BCADBA1B	bought	item_392D5F2B17
client_02BCADBA1B	bought	item_BC735B6B5E
client_02BCADBA1B	bought	item_90CE8664CA
client_02BCADBA1B	bought	item_A1891E3551
client_02BCADBA1B	bought	item_5586A63A9D
client_02BCADBA1B	bought	item_1881FA7EFA
client_02BCADBA1B	bought	item_35A8EE8F15
client_02BCADBA1B	bought	item_7E4BE9DC63
client_02BCADBA1B	bought	item_E184112E96
client_02BCADBA1B	bought	item_657367B663
client_02BCADBA1B	bought	item_D263E99955
client_02BCADBA1B	bought	item_ACE68569C3
client_02BCADBA1B	bought	item_35004849D4
client_02BCADBA1B	bought	item_F7DDE2F009
client_02BCADBA1B	bought	item_0A850F28B2
client_02BCADBA1B	bought	item_8CFB1C1E7C
client_02BCADBA1B	bought	item_0FF8FFA40C
client_02BCADBA1B	bought	item_7CFE1999CF
client_02BCADBA1B	bought	item_411D357F05
client_02BCADBA1B	bought	item_FF331A7F4B
client_02BCADBA1B	bought	item_4FC5BBFA51
client_02BCADBA1B	bought	item_0AC8EB613C
client_02BCADBA1B	bought	item_AC0D95A730
client_02BCADBA1B	bought	item_6459EB20B6
client_02BCADBA1B	bought	item_A76731E72B
client_02BCADBA1B	bought	item_430460BEEF
client_02BCADBA1B	bought	item_EBB0A2F9FE
client_02BCADBA1B	bought	item_88AA85A6CD
client_02BCADBA1B	bought	item_97D1B2EBC5
client_02BCADBA1B	bought	item_C7C6847EBF
client_02BCADBA1B	bought	item_71CFF1C06B
client_02BCADBA1B	bought	item_B8C7586735
client_02BCADBA1B	bought	item_34EF5F847B
client_02BCADBA1B	bought	item_39E6312807
client_02BCADBA1B	bought	item_090C0C8F09
client_02BCADBA1B	bought	item_EC870B8D2B
client_02BCADBA1B	bought	item_5A066E11A8
client_02BCADBA1B	bought	item_D3C7D4D9C1
client_02BCADBA1B	bought	item_E1A9B79BE7
client_02BCADBA1B	bought	item_A4E8894974
client_02BCADBA1B	bought	item_79CC7B4966
client_02BCADBA1B	bought	item_259E4F28D2
client_02BCADBA1B	bought	item_616C1A25CB
client_02BCADBA1B	bought	item_5CEE57D339
client_02BCADBA1B	bought	item_DA196B3570
client_02BCADBA1B	bought	item_7610460750
client_02BCADBA1B	bought	item_24D0030F86
client_02BCADBA1B	bought	item_727D0BEE24
client_02BCADBA1B	bought	item_F2723FD2C0
client_02BCADBA1B	bought	item_DEE4471305
client_02BCADBA1B	bought	item_B1DF85C30A
client_02BCADBA1B	bought	item_6AB39FEFE8
client_02BCADBA1B	bought	item_6AF7261148
client_02BCADBA1B	bought	item_5808D84670
client_02BCADBA1B	bought	item_8B818CC9BD
client_02BCADBA1B	bought	item_9ED586B2EC
client_02BCADBA1B	bought	item_FE23006683
client_02BCADBA1B	bought	item_3293916FD6
client_02BCADBA1B	bought	item_0DE9F924F6
client_02BCADBA1B	bought	item_715F2122EB
client_02BCADBA1B	bought	item_78D2EA69DB
client_02BCADBA1B	bought	item_405804CBC4
client_02BCADBA1B	bought	item_609C9836A7
client_02BCADBA1B	bought	item_67B5178B83
client_02BCADBA1B	bought	item_ED9ECB5984
client_02BCADBA1B	bought	item_012D771948
client_02BCADBA1B	bought	item_E6451C04DD
client_02BCADBA1B	bought	item_C123CBE936
client_02BCADBA1B	bought	item_B39FF5449C
client_02BCADBA1B	bought	item_811C2B7BD2
client_02BCADBA1B	bought	item_2F15E5D140
client_02BCADBA1B	bought	item_4DE9518F2A
client_02BCADBA1B	bought	item_8CBFFB8441
client_02BCADBA1B	bought	item_E9CDAF2C0D
client_02BCADBA1B	bought	item_B5EE5657EF
client_02BCADBA1B	bought	item_99EEE3A44B
client_02BCADBA1B	bought	item_CBD7534C04
client_02BCADBA1B	bought	item_618C6BA564
client_02BCADBA1B	bought	item_5F6D51AB02
client_02BCADBA1B	bought	item_D30A6FC696
client_02BCADBA1B	bought	item_FDC49747E8
client_02BCADBA1B	bought	item_E6BBD7593D
client_02BCADBA1B	bought	item_C58DFFD242
client_02BCADBA1B	bought	item_0630BA03DC
client_02BCADBA1B	bought	item_F99F3BFB5D
client_02BCADBA1B	bought	item_8E6F92D91A
client_02BCADBA1B	bought	item_18947F0858
client_02BCADBA1B	bought	item_D1087349B7
client_02BCADBA1B	bought	item_ADD98853A2
client_02BCADBA1B	bought	item_44696BA0A1
client_02BCADBA1B	bought	item_60597D6505
client_02BCADBA1B	bought	item_6306A71C35
client_02BCADBA1B	bought	item_2B7366FA03
client_02BCADBA1B	bought	item_A7C3B5431F
client_02BCADBA1B	bought	item_0084E0D5E5
client_02BCADBA1B	bought	item_55FFE20948
client_02BCADBA1B	bought	item_8305416908
client_02BCADBA1B	bought	item_53ADD74B22
client_02BCADBA1B	bought	item_359FD57953
client_02BCADBA1B	bought	item_E0199CFA39
client_02BCADBA1B	bought	item_5B01843374
client_02BCADBA1B	bought	item_FE9B5ECFA0
client_02BCADBA1B	bought	item_D9572C8829
client_02BCADBA1B	bought	item_2C274F1285
client_02BCADBA1B	bought	item_B92EA564E6
client_02BCADBA1B	bought	item_B0AA9CD643
client_072558AF90	bought	item_0DB11E3DBE
client_072558AF90	bought	item_FDDB937DE0
client_072558AF90	bought	item_552C2FC3D4
client_072558AF90	bought	item_0AE5821FE0
client_072558AF90	bought	item_D8CC3C69D0
client_072558AF90	bought	item_A183F90A8C
client_072558AF90	bought	item_170BD1929A
client_072558AF90	bought	item_DDF4EDE548
client_072558AF90	bought	item_72BE112B98
client_072558AF90	bought	item_D960053E8F
client_072558AF90	bought	item_4C9EC49A8A
client_072558AF90	bought	item_34FCF6685E
client_072558AF90	bought	item_064325A416
client_072558AF90	bought	item_B848358A75
client_072558AF90	bought	item_CA860DA1B6
client_072558AF90	bought	item_BBED277011
client_072558AF90	bought	item_A9FF8C5236
client_072558AF90	bought	item_3DC12DFA31
client_072558AF90	bought	item_75FC8D5E49
client_072558AF90	bought	item_2452DFD741
client_072558AF90	bought	item_E6BBD7593D
client_072558AF90	bought	item_87F2D77622
client_072558AF90	bought	item_5AF5C3C653
client_072558AF90	bought	item_53AEBFBA07
client_072558AF90	bought	item_3A7BE5BE41
client_072558AF90	bought	item_E351066A0D
client_0893217BBF	bought	item_E0939F9BEE
client_0893217BBF	bought	item_92D00FCCDF
client_0893217BBF	bought	item_0B0A699C8A
client_0893217BBF	bought	item_DDF00D534D
client_0893217BBF	bought	item_F475A623C2
client_0893217BBF	bought	item_0AEDB2884D
client_0893217BBF	bought	item_5571090E3F
client_0893217BBF	bought	item_6FA9AEC166
client_0893217BBF	bought	item_CCAFF34B91
client_0893217BBF	bought	item_297DCB84D9
client_0893217BBF	bought	item_EA2BBE7C23
client_0893217BBF	bought	item_9857386B6D
client_0893217BBF	bought	item_C310A8A34A
client_0893217BBF	bought	item_F3602F6563
client_0893217BBF	bought	item_31CF3DD2A9
client_0893217BBF	bought	item_5F27ABDFD8
client_0893217BBF	bought	item_11C6FBA648
client_0893217BBF	bought	item_D472C267D6
client_0893217BBF	bought	item_B562AC5684
client_0893217BBF	bought	item_05DFE1C249
client_0893217BBF	bought	item_C33B844F2F
client_0893217BBF	bought	item_BFC2B0F9B1
client_0893217BBF	bought	item_F9A510413E
