head	relation	tail
item_B00ZV95WNA	belongs_to	category_shoes
item_B00CBE1E6W	belongs_to	category_top
item_B00I1FPC18	belongs_to	category_top
item_B00TF7GKRG	belongs_to	category_shoes
item_B00YU7UNAQ	belongs_to	category_top
item_B004RB37KS	belongs_to	category_shoes
item_B00MHA7H8O	belongs_to	category_shoes
item_B017NEI9WG	belongs_to	category_shoes
item_B011NXDU4U	belongs_to	category_shoes
item_B00R69SMP8	belongs_to	category_shoes
item_B018NTF2DY	belongs_to	category_shoes
item_B005779IEK	belongs_to	category_bottom
item_B00X6F97LE	belongs_to	category_top
item_B001LQ5LT2	belongs_to	category_shoes
item_B01930CBF4	belongs_to	category_shoes
item_B007HESANG	belongs_to	category_shoes
item_B00D874AMG	belongs_to	category_shoes
item_B00K0FOUQ0	belongs_to	category_shoes
item_B00945OBYI	belongs_to	category_shoes
item_B00J55BAWI	belongs_to	category_shoes
item_B00YWF15NU	belongs_to	category_top
item_B00XAXMUAM	belongs_to	category_top
item_B005BCHFPK	belongs_to	category_shoes
item_B010BAH4PW	belongs_to	category_shoes
item_B00RHE5TN0	belongs_to	category_bottom
item_B004GNQIOO	belongs_to	category_shoes
item_B00JV2UYYU	belongs_to	category_shoes
item_B00JHF37KY	belongs_to	category_shoes
item_B00D01IWRY	belongs_to	category_bottom
item_B017CE67JY	belongs_to	category_shoes
item_B008MOCDVK	belongs_to	category_shoes
item_B0041OOACA	belongs_to	category_shoes
item_B00F2RQ3NO	belongs_to	category_shoes
item_B01286JDJ2	belongs_to	category_shoes
item_B00XLYY9U4	belongs_to	category_shoes
item_B00TXR8YFE	belongs_to	category_shoes
item_B00G66UZ70	belongs_to	category_top
item_B008EHW7QQ	belongs_to	category_shoes
item_B01EAHQNW2	belongs_to	category_shoes
item_B00NOTFPAY	belongs_to	category_shoes
item_B00HZT9WYE	belongs_to	category_shoes
item_B00ESYSYDO	belongs_to	category_shoes
item_B009IR3SYQ	belongs_to	category_shoes
item_B00ULMQPL0	belongs_to	category_shoes
item_B00FKVRY6M	belongs_to	category_shoes
item_B01A5DT6BU	belongs_to	category_shoes
item_B00SKI2YTO	belongs_to	category_shoes
item_B0002RIKFS	belongs_to	category_shoes
item_B00GCOKE1S	belongs_to	category_shoes
item_B000I8GLQG	belongs_to	category_shoes
item_B003S2NH34	belongs_to	category_shoes
item_B00ELUVKDQ	belongs_to	category_shoes
item_B00NOQ9DZU	belongs_to	category_shoes
item_B00MIQFB5S	belongs_to	category_shoes
item_B003Q3XYSS	belongs_to	category_bottom
item_B00WLZJ9CC	belongs_to	category_shoes
item_B01DIJYZ28	belongs_to	category_top
item_B001V8NRQ4	belongs_to	category_top
item_B00QT6MLWO	belongs_to	category_bottom
item_B005BFS9Q6	belongs_to	category_shoes
item_B0018P87FG	belongs_to	category_bottom
item_B010R0SBPI	belongs_to	category_bottom
item_B00M1HO8IK	belongs_to	category_shoes
item_B00GNVSDPE	belongs_to	category_shoes
item_B004W6ISH0	belongs_to	category_shoes
item_B005B5Z270	belongs_to	category_shoes
item_B00GBUB714	belongs_to	category_shoes
item_B01EWZ6EU8	belongs_to	category_shoes
item_B0128EKL9A	belongs_to	category_shoes
item_B00MHQIDRM	belongs_to	category_shoes
item_B00PH8YYFM	belongs_to	category_top
item_B0186EOTLW	belongs_to	category_shoes
item_B001A3OBK6	belongs_to	category_bottom
item_B00APZ5UZ0	belongs_to	category_shoes
item_B001GIP190	belongs_to	category_shoes
item_B004VPTX0I	belongs_to	category_shoes
item_B00ANGMJU0	belongs_to	category_shoes
item_B00AO31QBA	belongs_to	category_shoes
item_B01ARKDW8O	belongs_to	category_shoes
item_B01AN71X1E	belongs_to	category_top
item_B00KW997A8	belongs_to	category_shoes
item_B010ACD2TS	belongs_to	category_shoes
item_B01D20DPX8	belongs_to	category_top
item_B00FF394VI	belongs_to	category_shoes
item_B0061Q6402	belongs_to	category_shoes
item_B00E4QONEK	belongs_to	category_shoes
item_B00GT4ODPO	belongs_to	category_bottom
item_B005AKBML6	belongs_to	category_shoes
item_B00ZG5PUN6	belongs_to	category_shoes
item_B01B7YTL2A	belongs_to	category_shoes
item_B00CU6XQNA	belongs_to	category_shoes
item_B012ELE5T4	belongs_to	category_shoes
item_B006TKFGPE	belongs_to	category_shoes
item_B01A675ZGA	belongs_to	category_shoes
item_B01CTA1MCS	belongs_to	category_shoes
item_B00M1UWWWG	belongs_to	category_shoes
item_B00MWWBMF6	belongs_to	category_shoes
item_B00194ECOQ	belongs_to	category_shoes
item_B00PJ5OJTY	belongs_to	category_shoes
item_B01AT0K9S8	belongs_to	category_bottom
item_B016ECMAG4	belongs_to	category_shoes
item_B015LEIYOS	belongs_to	category_shoes
item_B00J3QHTH4	belongs_to	category_shoes
item_B0113OZC4U	belongs_to	category_shoes
item_B00LLM4OUS	belongs_to	category_shoes
item_B0017TX18Q	belongs_to	category_shoes
item_B00C4VQR3W	belongs_to	category_shoes
item_B019IMLV5I	belongs_to	category_shoes
item_B00FDNF0CW	belongs_to	category_shoes
item_B00SA7G144	belongs_to	category_top
item_B004TJ2L82	belongs_to	category_shoes
item_B000PGSLS2	belongs_to	category_shoes
item_B005C8LXQK	belongs_to	category_shoes
item_B00WW5HF5O	belongs_to	category_shoes
item_B00JWRNXNS	belongs_to	category_bottom
item_B01E5NR9WY	belongs_to	category_shoes
item_B005HBGZCY	belongs_to	category_top
item_B016I74784	belongs_to	category_shoes
item_B007AH8PA8	belongs_to	category_shoes
item_B01G35X6WY	belongs_to	category_top
item_B0055FFM94	belongs_to	category_shoes
item_B01DJLXNJG	belongs_to	category_shoes
item_B007PBF41M	belongs_to	category_shoes
item_B00QLIL1TE	belongs_to	category_shoes
item_B0174VEZRG	belongs_to	category_shoes
item_B00GAVF1DE	belongs_to	category_shoes
item_B003VRFT0A	belongs_to	category_shoes
item_B00XRET6HY	belongs_to	category_shoes
item_B00N6Z0WMW	belongs_to	category_shoes
item_B00I8QQAHU	belongs_to	category_shoes
item_B00KFPSRPA	belongs_to	category_bottom
item_B00BDAYB8I	belongs_to	category_shoes
item_B01GL96F34	belongs_to	category_bottom
item_B0093YDA88	belongs_to	category_shoes
item_B005EJH366	belongs_to	category_shoes
item_B00R54V22Y	belongs_to	category_shoes
item_B00FO9XTK0	belongs_to	category_shoes
item_B005AY5B8M	belongs_to	category_shoes
item_B01HG2BQI4	belongs_to	category_shoes
item_B00KWR8E7W	belongs_to	category_shoes
item_B00IDHMK9Q	belongs_to	category_shoes
item_B00M4OPUZK	belongs_to	category_shoes
item_B015HGZ9FM	belongs_to	category_shoes
item_B00RAZFT6S	belongs_to	category_shoes
item_B00AUCA0AS	belongs_to	category_shoes
item_B004NTM24G	belongs_to	category_shoes
item_B01G5Y59OG	belongs_to	category_bottom
item_B0038NBFJ6	belongs_to	category_shoes
item_B00NU9U1I4	belongs_to	category_shoes
item_B016DE8GPC	belongs_to	category_shoes
item_B009FG8EYE	belongs_to	category_shoes
item_B007647CLS	belongs_to	category_shoes
item_B00LVR9V9C	belongs_to	category_shoes
item_B00F8OD0CS	belongs_to	category_shoes
item_B00MMPFV3W	belongs_to	category_shoes
item_B00BWZH6R2	belongs_to	category_shoes
item_B00197KOB8	belongs_to	category_shoes
item_B01CQII5IC	belongs_to	category_shoes
item_B00N9KKP6M	belongs_to	category_shoes
item_B00Z5ONCG0	belongs_to	category_bottom
item_B00B8T86HQ	belongs_to	category_bottom
item_B016CUVDHK	belongs_to	category_shoes
item_B0075LZVOW	belongs_to	category_top
item_B00LR7C2QU	belongs_to	category_top
item_B00JOXE31G	belongs_to	category_shoes
item_B007NXBXR6	belongs_to	category_shoes
item_B002AMUU06	belongs_to	category_shoes
item_B002NTC0ZY	belongs_to	category_shoes
item_B007N3IJ0A	belongs_to	category_shoes
item_B00V49L7PI	belongs_to	category_shoes
item_B0097COY5O	belongs_to	category_shoes
item_B00NFFL8IA	belongs_to	category_shoes
item_B000IU6NUI	belongs_to	category_shoes
item_B015JULDN8	belongs_to	category_shoes
item_B00NYLZA5W	belongs_to	category_top
item_B00CJHRVO0	belongs_to	category_shoes
item_B012KWZSS4	belongs_to	category_top
item_B00T8VHHIA	belongs_to	category_shoes
item_B00NXSLJP6	belongs_to	category_bottom
item_B00AZGF356	belongs_to	category_shoes
item_B00K35GMQ8	belongs_to	category_top
item_B015M4KZYE	belongs_to	category_shoes
item_B000W1AQEW	belongs_to	category_shoes
item_B00UY6ATME	belongs_to	category_shoes
item_B00E4CLRQQ	belongs_to	category_shoes
item_B00OI1GRMC	belongs_to	category_bottom
item_B00BR3Z6U8	belongs_to	category_shoes
item_B00FL7ETIG	belongs_to	category_shoes
item_B00E6OX83W	belongs_to	category_shoes
item_B007NPBCU2	belongs_to	category_shoes
item_B005DP6K38	belongs_to	category_shoes
item_B01GIGF1GM	belongs_to	category_top
item_B003ZZ1CY0	belongs_to	category_shoes
item_B00L9T223Y	belongs_to	category_top
item_B00F93F61G	belongs_to	category_shoes
item_B00HJB5FGC	belongs_to	category_top
item_B0142CBYUQ	belongs_to	category_shoes
item_B00VW59XKU	belongs_to	category_bottom
item_B00MTKNDYE	belongs_to	category_shoes
item_B00J8CNSEG	belongs_to	category_shoes
item_B00MB6WMBQ	belongs_to	category_top
item_B00OJFZLMY	belongs_to	category_shoes
item_B00E3CJEOE	belongs_to	category_top
item_B006SRYPR8	belongs_to	category_shoes
item_B000TXS60E	belongs_to	category_top
item_B004D3Q3XS	belongs_to	category_top
item_B00QM89442	belongs_to	category_shoes
item_B00K7HBAXC	belongs_to	category_shoes
item_B01516LBW8	belongs_to	category_shoes
item_B00GNGLWK2	belongs_to	category_shoes
item_B00KJ4607E	belongs_to	category_top
item_B001N7FHX4	belongs_to	category_shoes
item_B00V2YC880	belongs_to	category_top
item_B0028AE4DY	belongs_to	category_shoes
item_B0192LITPA	belongs_to	category_shoes
item_B00MN68PBA	belongs_to	category_shoes
item_B017VCPA0Y	belongs_to	category_shoes
item_B017BXASLO	belongs_to	category_shoes
item_B01A5RCFMS	belongs_to	category_shoes
item_B00DEVK4RG	belongs_to	category_top
item_B00GIZ8U9O	belongs_to	category_shoes
item_B00ANLVADW	belongs_to	category_shoes
item_B00CDBNGZK	belongs_to	category_shoes
item_B00IY79Y8U	belongs_to	category_shoes
item_B013TG1UQ4	belongs_to	category_top
item_B01F6EJTME	belongs_to	category_shoes
item_B00YF1GW16	belongs_to	category_shoes
item_B004LL63UU	belongs_to	category_shoes
item_B019NQ6QIQ	belongs_to	category_bottom
item_B00LUXL3XO	belongs_to	category_shoes
item_B01H0YAVPW	belongs_to	category_shoes
item_B017V4ESW8	belongs_to	category_top
item_B017CX1ACY	belongs_to	category_shoes
item_B00IK6P3T4	belongs_to	category_shoes
item_B00CXL8REK	belongs_to	category_shoes
item_B0106GJ34Q	belongs_to	category_shoes
item_B012A4PSTG	belongs_to	category_top
item_B00RMC4R5I	belongs_to	category_shoes
item_B001GGYGSO	belongs_to	category_shoes
item_B000NG48L8	belongs_to	category_shoes
item_B00J2WK58E	belongs_to	category_shoes
item_B00QJ0UPUU	belongs_to	category_bottom
item_B0059O5YXU	belongs_to	category_shoes
item_B003C4SCOM	belongs_to	category_shoes
item_B005IV6S8O	belongs_to	category_shoes
item_B00GMF77UI	belongs_to	category_shoes
item_B00FZMO8OW	belongs_to	category_shoes
item_B00JIUBJ7Q	belongs_to	category_shoes
item_B008AHCCPG	belongs_to	category_shoes
item_B01FHKV8WQ	belongs_to	category_shoes
item_B00435606Q	belongs_to	category_shoes
item_B001U88B52	belongs_to	category_shoes
item_B00ENTDT2U	belongs_to	category_shoes
item_B014QHO55S	belongs_to	category_top
item_B01DGN0GW4	belongs_to	category_shoes
item_B011SPVHDO	belongs_to	category_top
item_B0072CEPSM	belongs_to	category_shoes
item_B00HI91ZPA	belongs_to	category_shoes
item_B00L40KID4	belongs_to	category_shoes
item_B00XLCHJC6	belongs_to	category_bottom
item_B0015F7LMY	belongs_to	category_shoes
item_B00V6R6R2Q	belongs_to	category_shoes
item_B005DRW3FK	belongs_to	category_shoes
item_B00B6EX588	belongs_to	category_shoes
item_B00DOX7I1O	belongs_to	category_shoes
item_B00G0JDTAS	belongs_to	category_top
item_B00Y8D9PR4	belongs_to	category_shoes
item_B00DQMH5D4	belongs_to	category_shoes
item_B00CF7FJK2	belongs_to	category_shoes
item_B00MHOQQSC	belongs_to	category_shoes
item_B014XAFDAE	belongs_to	category_shoes
item_B00AK9IADK	belongs_to	category_shoes
item_B00M226CAG	belongs_to	category_top
item_B00LMEUR9M	belongs_to	category_shoes
item_B000K3M9GA	belongs_to	category_shoes
item_B00K1Y73SC	belongs_to	category_bottom
item_B01CCN8PKE	belongs_to	category_shoes
item_B00KZIJJRW	belongs_to	category_shoes
item_B001CHEQ7S	belongs_to	category_shoes
item_B01CIX2R02	belongs_to	category_shoes
item_B013UJEH3I	belongs_to	category_shoes
item_B013FABSDE	belongs_to	category_top
item_B015UOU1IG	belongs_to	category_shoes
item_B0166S5X3S	belongs_to	category_top
item_B00K5MHETS	belongs_to	category_top
item_B00NBLWRI8	belongs_to	category_bottom
item_B0081LE2U4	belongs_to	category_shoes
item_B01ASP3NA0	belongs_to	category_shoes
item_B00BKQTA4A	belongs_to	category_shoes
item_B00NQAXJCC	belongs_to	category_shoes
item_B01E7GWC8K	belongs_to	category_top
item_B01BSMQHXW	belongs_to	category_shoes
item_B00KVY3AMU	belongs_to	category_shoes
item_B00LB1VAAQ	belongs_to	category_bottom
item_B00YW73VQC	belongs_to	category_shoes
item_B00RDZIGCE	belongs_to	category_shoes
item_B00Y9ZSA72	belongs_to	category_shoes
item_B01A7VVMCG	belongs_to	category_shoes
item_B005LYE1SC	belongs_to	category_shoes
item_B00CQBLPOQ	belongs_to	category_shoes
item_B00VTD1XLC	belongs_to	category_shoes
item_B00EZ06NZC	belongs_to	category_shoes
item_B001S5DRPG	belongs_to	category_shoes
item_B0043WJ82W	belongs_to	category_shoes
item_B001GKLT6M	belongs_to	category_shoes
item_B00GHXNGS2	belongs_to	category_shoes
item_B00DPMMCR4	belongs_to	category_shoes
item_B00282KOYK	belongs_to	category_shoes
item_B004XG215Y	belongs_to	category_shoes
item_B01B6Y74Z2	belongs_to	category_shoes
item_B00OV0X5SE	belongs_to	category_shoes
item_B00DO76MQM	belongs_to	category_shoes
item_B014M3WJFE	belongs_to	category_shoes
item_B00DY8R6T8	belongs_to	category_shoes
item_B00854DI3E	belongs_to	category_shoes
item_B0154LN3L2	belongs_to	category_bottom
item_B00DIISKQ2	belongs_to	category_shoes
item_B00KYKL4LA	belongs_to	category_shoes
item_B00LQEJLDG	belongs_to	category_shoes
item_B013H20I4A	belongs_to	category_bottom
item_B012ZWDSRC	belongs_to	category_shoes
item_B005H25OMU	belongs_to	category_top
item_B00GRNSL5U	belongs_to	category_shoes
item_B00P0891XY	belongs_to	category_shoes
item_B00LQL1C3Q	belongs_to	category_shoes
item_B005A9LHU8	belongs_to	category_shoes
item_B00KPOXZ4E	belongs_to	category_top
item_B01DJ24H5O	belongs_to	category_bottom
item_B00RW7DWNG	belongs_to	category_bottom
item_B002O5K6CG	belongs_to	category_shoes
item_B004F9QJ5C	belongs_to	category_shoes
item_B00Z4TNHG6	belongs_to	category_shoes
item_B0029JHWJM	belongs_to	category_bottom
item_B00JQWIURI	belongs_to	category_shoes
item_B00PD94WVG	belongs_to	category_shoes
item_B009JLWO6Y	belongs_to	category_top
item_B00LMG137U	belongs_to	category_shoes
item_B012LBL2B6	belongs_to	category_shoes
item_B00BSRG314	belongs_to	category_shoes
item_B00F4NI9VA	belongs_to	category_bottom
item_B00BCRKSSE	belongs_to	category_shoes
item_B00M6FQZYM	belongs_to	category_top
item_B00NE2DK0I	belongs_to	category_top
item_B01FCRMYYU	belongs_to	category_shoes
item_B00VY0808E	belongs_to	category_top
item_B019OGHQ3Y	belongs_to	category_shoes
item_B00Z9PELS8	belongs_to	category_top
item_B002TKKEFU	belongs_to	category_shoes
item_B00D3UUWSO	belongs_to	category_shoes
item_B013QY3T04	belongs_to	category_shoes
item_B00FALQ1ZC	belongs_to	category_shoes
item_B00VGI5JWO	belongs_to	category_shoes
item_B00FJGCMU6	belongs_to	category_shoes
item_B00KD0MBGS	belongs_to	category_shoes
item_B00319JD6Y	belongs_to	category_top
item_B0067FVRTK	belongs_to	category_bottom
item_B00ICD5PKW	belongs_to	category_shoes
item_B0116GTGSS	belongs_to	category_shoes
item_B01C1H3N44	belongs_to	category_shoes
item_B00OZZVY24	belongs_to	category_shoes
item_B0117WTE2E	belongs_to	category_top
item_B01DJE83E8	belongs_to	category_shoes
item_B00BMPFCZK	belongs_to	category_shoes
item_B01A1O5FDG	belongs_to	category_shoes
item_B007IXGVIC	belongs_to	category_top
item_B003BJFQW4	belongs_to	category_shoes
item_B00GMF6WWM	belongs_to	category_shoes
item_B000C3VB2G	belongs_to	category_shoes
item_B00LV7Z15A	belongs_to	category_shoes
item_B00IHNMJ9M	belongs_to	category_shoes
item_B00BXMUFW2	belongs_to	category_top
item_B00JJCID0E	belongs_to	category_shoes
item_B004AKWMFC	belongs_to	category_shoes
item_B005HGDIS8	belongs_to	category_shoes
item_B000FDVUUG	belongs_to	category_top
item_B000F7SXUM	belongs_to	category_shoes
item_B00AFCVGU6	belongs_to	category_shoes
item_B0082A6TIW	belongs_to	category_shoes
item_B01FRLDESQ	belongs_to	category_top
item_B002JIO57K	belongs_to	category_shoes
item_B01COPZ5DA	belongs_to	category_shoes
item_B00OJQSDYQ	belongs_to	category_shoes
item_B014A43LX4	belongs_to	category_shoes
item_B00XCWZX7S	belongs_to	category_shoes
item_B014GU6K2G	belongs_to	category_shoes
item_B003Z9JZ36	belongs_to	category_shoes
item_B005GPSEKC	belongs_to	category_top
item_B01E6TVGFI	belongs_to	category_shoes
item_B01793Z2TY	belongs_to	category_bottom
item_B012V336CW	belongs_to	category_shoes
item_B00TWMG9QQ	belongs_to	category_shoes
item_B00JV5BXOW	belongs_to	category_bottom
item_B007GE37Y4	belongs_to	category_shoes
item_B0046HA3SM	belongs_to	category_shoes
item_B01AL9OOM4	belongs_to	category_shoes
item_B00BLVNOXM	belongs_to	category_shoes
item_B005MKPYD6	belongs_to	category_shoes
item_B0091KFHMQ	belongs_to	category_shoes
item_B002LFWKZK	belongs_to	category_shoes
item_B01FSBFGDQ	belongs_to	category_shoes
item_B00SKHXCX2	belongs_to	category_shoes
item_B0014SIXAG	belongs_to	category_shoes
item_B00WJ1BQJC	belongs_to	category_top
item_B01GIJLZZK	belongs_to	category_shoes
item_B00O4Z08Z4	belongs_to	category_shoes
item_B006DI0TZ4	belongs_to	category_shoes
item_B00AJJKA8Y	belongs_to	category_shoes
item_B003VWFQFI	belongs_to	category_top
item_B00MIH5W60	belongs_to	category_top
item_B013FFSHEM	belongs_to	category_shoes
item_B00VALYCIY	belongs_to	category_shoes
item_B019DXU8WE	belongs_to	category_shoes
item_B00ZEC8NY4	belongs_to	category_shoes
item_B00DJSRHB0	belongs_to	category_shoes
item_B00NUXOFKA	belongs_to	category_bottom
item_B00CL59GDE	belongs_to	category_shoes
item_B014P81D5I	belongs_to	category_top
item_B00D1HKNRO	belongs_to	category_shoes
item_B00BMQ26E4	belongs_to	category_shoes
item_B00XW8R942	belongs_to	category_bottom
item_B00K1187C6	belongs_to	category_shoes
item_B002CVUO9M	belongs_to	category_shoes
item_B00UTBQOGE	belongs_to	category_shoes
item_B00YA7HCL4	belongs_to	category_top
item_B01E0DWH44	belongs_to	category_shoes
item_B00M1FSHJS	belongs_to	category_shoes
item_B01ERJ0M3O	belongs_to	category_shoes
item_B00ZL9LQ3A	belongs_to	category_shoes
item_B00KNT5WOC	belongs_to	category_shoes
item_B00N543OFG	belongs_to	category_shoes
item_B00CB8IFLA	belongs_to	category_shoes
item_B01E1KE7WG	belongs_to	category_shoes
item_B005358EUA	belongs_to	category_shoes
item_B00HYMMOGK	belongs_to	category_shoes
item_B005OTI0XG	belongs_to	category_shoes
item_B000F4U8AI	belongs_to	category_shoes
item_B007S01WMA	belongs_to	category_shoes
item_B0116E66Y2	belongs_to	category_shoes
item_B01FWPYLX4	belongs_to	category_bottom
item_B00YE7SSRC	belongs_to	category_top
item_B00KQ1X03W	belongs_to	category_shoes
item_B009IKJPVI	belongs_to	category_shoes
item_B01EKAZTRY	belongs_to	category_shoes
item_B00B1AYOZU	belongs_to	category_shoes
item_B0046XRL4A	belongs_to	category_shoes
item_B017SBESPQ	belongs_to	category_shoes
item_B00XCB05OU	belongs_to	category_shoes
item_B005ADL524	belongs_to	category_shoes
item_B000PTP8H6	belongs_to	category_shoes
item_B00WI44GAG	belongs_to	category_shoes
item_B00K76PRR8	belongs_to	category_top
item_B00R8NMTII	belongs_to	category_shoes
item_B00KD845SC	belongs_to	category_shoes
item_B0146ASZGK	belongs_to	category_shoes
item_B005BFHY2Q	belongs_to	category_shoes
item_B006J78FR8	belongs_to	category_bottom
item_B00B5GGKZ2	belongs_to	category_top
item_B0058XPYWS	belongs_to	category_shoes
item_B0096Q9NTI	belongs_to	category_shoes
item_B0000C9ZBY	belongs_to	category_shoes
item_B007BG9ZN4	belongs_to	category_top
item_B00H3VS9UC	belongs_to	category_shoes
item_B00K79VIDW	belongs_to	category_top
item_B01ET9QYXO	belongs_to	category_top
item_B015D9LXDA	belongs_to	category_shoes
item_B009GA7BR0	belongs_to	category_shoes
item_B0058PGBDC	belongs_to	category_shoes
item_B0108IPWO2	belongs_to	category_shoes
item_B00I5VNHB0	belongs_to	category_shoes
item_B013TIF4KU	belongs_to	category_shoes
item_B00ZAFXQ8I	belongs_to	category_shoes
item_B00O5V9OL6	belongs_to	category_shoes
item_B00OCNGYQU	belongs_to	category_shoes
item_B0193CLRQQ	belongs_to	category_shoes
item_B0018OOF6M	belongs_to	category_bottom
item_B00ZAL4W5S	belongs_to	category_bottom
item_B0035JE70W	belongs_to	category_top
item_B00H35KG5O	belongs_to	category_shoes
item_B0002UU1OS	belongs_to	category_shoes
item_B008PDU8WE	belongs_to	category_shoes
item_B00MHNNIX4	belongs_to	category_bottom
item_B006EVCT2Q	belongs_to	category_shoes
item_B00RW59W4G	belongs_to	category_shoes
item_B00GM9M2K4	belongs_to	category_bottom
item_B00DSJU8AM	belongs_to	category_top
item_B002VPETUE	belongs_to	category_shoes
item_B0169R3KNQ	belongs_to	category_shoes
item_B016498M1Y	belongs_to	category_bottom
item_B001AJ7CHE	belongs_to	category_shoes
item_B00CMK77RK	belongs_to	category_shoes
item_B00I5RXDGI	belongs_to	category_shoes
item_B007JSR2A2	belongs_to	category_shoes
item_B01EH0ADX2	belongs_to	category_shoes
item_B00T3J2OK8	belongs_to	category_shoes
item_B00KW0RP4C	belongs_to	category_shoes
item_B015XTN4Z0	belongs_to	category_top
item_B00JZI3JWY	belongs_to	category_shoes
item_B00WG9I30M	belongs_to	category_shoes
item_B01F550UZE	belongs_to	category_shoes
item_B013F38DZM	belongs_to	category_shoes
item_B00EI9K0I6	belongs_to	category_shoes
item_B005AV0SRE	belongs_to	category_shoes
item_B00H3KAI6G	belongs_to	category_shoes
item_B00V74OQ6C	belongs_to	category_shoes
item_B005BJYSBC	belongs_to	category_shoes
item_B004UPV1NQ	belongs_to	category_shoes
item_B00KHEEYOM	belongs_to	category_shoes
item_B017RHFZ9E	belongs_to	category_shoes
item_B01ASNU7AQ	belongs_to	category_top
item_B00857Q9BE	belongs_to	category_shoes
item_B00LX6ELBO	belongs_to	category_shoes
item_B01G5R123A	belongs_to	category_shoes
item_B01DVPAIO8	belongs_to	category_top
item_B000WYRVM4	belongs_to	category_shoes
item_B0017W3KCK	belongs_to	category_shoes
item_B017NK4X3E	belongs_to	category_shoes
item_B004OA5YAS	belongs_to	category_shoes
item_B00YXIIVE2	belongs_to	category_shoes
item_B00H28FCU6	belongs_to	category_shoes
item_B00700EU7M	belongs_to	category_shoes
item_B01A330Z12	belongs_to	category_shoes
item_B005DRRFC6	belongs_to	category_shoes
item_B00SY3LWD4	belongs_to	category_top
item_B0090QQOBE	belongs_to	category_shoes
item_B00ZXLM5NQ	belongs_to	category_shoes
item_B015ZGVOT4	belongs_to	category_bottom
item_B0012DYNFC	belongs_to	category_shoes
item_B013UBPN4I	belongs_to	category_shoes
item_B005GV2RAY	belongs_to	category_shoes
item_B001M0O0EE	belongs_to	category_shoes
item_B004W7GISA	belongs_to	category_top
item_B00MBN2V60	belongs_to	category_shoes
item_B00F2O72VE	belongs_to	category_shoes
item_B006NAJXVI	belongs_to	category_shoes
item_B019WCVQMW	belongs_to	category_shoes
item_B002EQAERW	belongs_to	category_shoes
item_B00P5YUTJ8	belongs_to	category_shoes
item_B00EJT3DV6	belongs_to	category_shoes
item_B00BQKHQZK	belongs_to	category_shoes
item_B00C7CVCUQ	belongs_to	category_shoes
item_B00HEBY1O4	belongs_to	category_bottom
